LawID,Type,Name,Desc,state_abr
8,when,No Stand Your Ground law,Use of deadly force is not allowed to be a first resort in public. There is a duty to retreat. Does not count as stand your ground law if it only applies when person is in a vehicle.,WI
8,when,No Stand Your Ground law,Use of deadly force is not allowed to be a first resort in public. There is a duty to retreat. Does not count as stand your ground law if it only applies when person is in a vehicle.,WY
9,why,Ban on gun trafficking,"The law prohibits the trafficking of firearms; that is, the purchase of firearm with the intent to re-sell the firearm, but without going through a background check process (or without the buyer already having gone through a background check.",CA
9,why,Ban on gun trafficking,"The law prohibits the trafficking of firearms; that is, the purchase of firearm with the intent to re-sell the firearm, but without going through a background check process (or without the buyer already having gone through a background check.",CO
9,why,Ban on gun trafficking,"The law prohibits the trafficking of firearms; that is, the purchase of firearm with the intent to re-sell the firearm, but without going through a background check process (or without the buyer already having gone through a background check.",CT
9,why,Ban on gun trafficking,"The law prohibits the trafficking of firearms; that is, the purchase of firearm with the intent to re-sell the firearm, but without going through a background check process (or without the buyer already having gone through a background check.",DE
9,why,Ban on gun trafficking,"The law prohibits the trafficking of firearms; that is, the purchase of firearm with the intent to re-sell the firearm, but without going through a background check process (or without the buyer already having gone through a background check.",FL
9,why,Ban on gun trafficking,"The law prohibits the trafficking of firearms; that is, the purchase of firearm with the intent to re-sell the firearm, but without going through a background check process (or without the buyer already having gone through a background check.",IL
9,why,Ban on gun trafficking,"The law prohibits the trafficking of firearms; that is, the purchase of firearm with the intent to re-sell the firearm, but without going through a background check process (or without the buyer already having gone through a background check.",MA
9,why,Ban on gun trafficking,"The law prohibits the trafficking of firearms; that is, the purchase of firearm with the intent to re-sell the firearm, but without going through a background check process (or without the buyer already having gone through a background check.",MN
9,why,Ban on gun trafficking,"The law prohibits the trafficking of firearms; that is, the purchase of firearm with the intent to re-sell the firearm, but without going through a background check process (or without the buyer already having gone through a background check.",NY
9,why,Ban on gun trafficking,"The law prohibits the trafficking of firearms; that is, the purchase of firearm with the intent to re-sell the firearm, but without going through a background check process (or without the buyer already having gone through a background check.",ND
9,why,Ban on gun trafficking,"The law prohibits the trafficking of firearms; that is, the purchase of firearm with the intent to re-sell the firearm, but without going through a background check process (or without the buyer already having gone through a background check.",OH
9,why,Ban on gun trafficking,"The law prohibits the trafficking of firearms; that is, the purchase of firearm with the intent to re-sell the firearm, but without going through a background check process (or without the buyer already having gone through a background check.",UT
9,why,Ban on gun trafficking,"The law prohibits the trafficking of firearms; that is, the purchase of firearm with the intent to re-sell the firearm, but without going through a background check process (or without the buyer already having gone through a background check.",VA
